X,Y,OBJECTID,LOCATION_ID,COUNTY_ID,COUNTY_DESC,MUN_SORT,MUNICIPALITY,ROADNAME,ID_PREFIX,ID_RTE_NO,MP_SUFFIX,ID_MP,BEGIN_SECTION,END_SECTION,STATION_DESC,ROAD_SECTION,RURAL_URBAN,F_SYSTEM,F_SYSTEM_DESC,ROUTEID,ROUTEID_RH,MAIN_LINE,PEAK_HOUR_DIRECTION,NUM_LANES,COUNTED_FACTORED,STMP_SEQ,K_FACTOR,D_FACTOR,NORTH_EAST_SPLIT,SOUTH_WEST_SPLIT,AVMT,LINK,AADT_2010,AADT_2011,AADT_2012,AADT_2013,AADT_2014,AADT_2015,AADT_2016,AADT_2017,AADT_2018,AADT,AAWDT_2010,AAWDT_2011,AAWDT_2012,AAWDT_2013,AAWDT_2014,AAWDT_2015,AAWDT_2016,AAWDT_2017,AAWDT_2018,AAWDT,MOTORCYCLE_AADT,CAR_AADT,LIGHT_TRUCK_AADT,BUS_AADT,SINGLE_UNIT_AADT,COMBINATION_UNIT_AADT,LOC_ERROR,TRUCK_AADT,SUTRUCK_AADT_PCT_TRUCK,CUTRUCK__AADT_PCT_TRUCK,MCYCLE_AADT_PCT_OVERALL,CAR_AADT_PCT_OVERALL,LIGHT_TRUCK_AADT_PCT_OVERALL,BUS_AADT_PCT_OVERALL,SUTRUCK_AADT_PCT_OVERALL,CUTRUCK_AADT_PCT_OVERALL,TRUCK_AADT_PCT_OVERALL,NUM_LANES_ANNO,K_FACTOR_ANNO,D_FACTOR_ANNO,NORTH_EAST_SPLIT_ANNO,SOUTH_WEST_SPLIT_ANNO,AADT_2010_ANNO,AADT_2011_ANNO,AADT_2012_ANNO,AADT_2013_ANNO,AADT_2014_ANNO,AADT_2015_ANNO,AADT_2016_ANNO,AADT_2017_ANNO,AADT_2018_ANNO,AADT_ANNO,AAWDT_2010_ANNO,AAWDT_2011_ANNO,AAWDT_2012_ANNO,AAWDT_2013_ANNO,AAWDT_2014_ANNO,AAWDT_2015_ANNO,AAWDT_2016_ANNO,AAWDT_2017_ANNO,AAWDT_2018_ANNO,AAWDT_ANNO,MOTORCYCLE_AADT_ANNO,CAR_AADT_ANNO,BUS_AADT_ANNO,LIGHT_TRUCK_AADT_ANNO,SINGLE_UNIT_AADT_ANNO,COMBINATION_UNIT_AADT_ANNO,TRUCK_AADT_ANNO
-8581146.417,4725971.5742,4717,S2012150776,15,Montgomery,0,None,Parkwood Dr                             ,CO,1064,  ,0.04,0,1.71,Parkwood Dr - Between Md 547 & Warner St,Knowles Ave To Cedar La,Urban,6,Minor Collector,15000CO01064  01SS**************,15000CO01064--1-----,1,North,2,F,0,10.72,62.16,50.14,49.86,1.767,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150776,,,2720,2731,2722,2793,2854,2925,2830,2831,,,2940,2951,2912,2993,3054,3105,3000,3111,,,,,,,NO ERROR,,,,,,,,,,,2,10.72,62.16,50.14,49.86,N/A,N/A,"2,720","2,731","2,722","2,793","2,854","2,925","2,830","2,831",N/A,N/A,"2,940","2,951","2,912","2,993","3,054","3,105","3,000","3,111",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8585762.6868,4734697.4909,4738,B150086,15,Montgomery,0,None,Norbeck Rd,MD,28,  ,24.19,24.09,27.31,Md28-.10 Mi E Of E. Gude Dr,E. Gude Dr To Md 97,Urban,3,Principal Arterial Other,15000MD00028  01EE**************,15000MD00028--1-----,1,East,4,F,2,7.7,58.61,49.53,50.47,52.1375,https://maps.roads.maryland.gov/itms_public/?stationid=B150086,46371,46562,44040,44131,44002,46350,47231,48372,44360,44361,49621,50292,47560,47661,47082,49600,50541,51762,47470,47021,93,37728,4344,224,1479,493,NO ERROR,1972,,,0.00209644,0.85047677,0.09792385,0.00504948,0.0333401,0.01111337,0.04445346,4,7.7,58.61,49.53,50.47,"46,371","46,562","44,040","44,131","44,002","46,350","47,231","48,372","44,360","44,361","49,621","50,292","47,560","47,661","47,082","49,600","50,541","51,762","47,470","47,021",93,"37,728",224,"4,344","1,479",493,"1,972"
-8566037.5419,4734137.9871,4747,B150036,15,Montgomery,0,None,Old Columbia Pike,CO,4552,  ,2.5,0.74,4.18,Old Columbia Pike-.20 Mi N Of Briggs Chaney Rd,Md 929c (back) To Md 198,Urban,5,Major Collector,15000CO04552  01NN**************,15000CO04552--1-----,1,South,3,C,0,11.1,56.78,48.72,51.28,10.8233,https://maps.roads.maryland.gov/itms_public/?stationid=B150036,9210,9251,9182,8810,8781,9012,8510,8711,8632,8620,9860,9991,9922,9520,9401,9642,9110,9231,9152,9480,9,7406,941,29,213,22,NO ERROR,235,,,0.00104408,0.85916473,0.10916473,0.00336427,0.02470998,0.0025522,0.02726218,3,11.1,56.78,48.72,51.28,"9,210","9,251","9,182","8,810","8,781","9,012","8,510","8,711","8,632","8,620","9,860","9,991","9,922","9,520","9,401","9,642","9,110","9,231","9,152","9,480",9,"7,406",29,941,213,22,235
-8600010.2454,4747881.9901,4755,S2009150028,15,Montgomery,0,None,Ramp 6 Fr Md 118 Eb To Is 270 Sb,RP,270,  ,0.15,0,0.31,Exit 15 Ramp 6 Fr Md 118 Eb To Is 270 Sb,Exit 15 Ramp 06 Germantown Rd To Eisenhower Memorial Hwy,Urban,1,Interstate,15000RP00270  02EEIS15        06,15000RP00270--101506,2,South,1,F,0,7.46,100,0,100,0.9483,https://maps.roads.maryland.gov/itms_public/?stationid=S2009150028,7971,7982,8023,8104,8105,7730,7891,8082,8320,8381,8451,8462,8503,8594,8515,8120,8291,8412,8650,8721,,,,,,,NO ERROR,,,,,,,,,,,1,7.46,100,0,100,"7,971","7,982","8,023","8,104","8,105","7,730","7,891","8,082","8,320","8,381","8,451","8,462","8,503","8,594","8,515","8,120","8,291","8,412","8,650","8,721",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8584727.8135,4728469.7465,4756,S2012150820,15,Montgomery,0,None,Executive Blvd,CO,3239,  ,0.6,0,0.67,Executive Blvd - .10 Mi South Of Md 187,Rockville Pike To Md 187,Urban,7,Local,15000CO03239  01NN**************,15000CO03239--1-----,1,North,4,F,0,10.49,50.93,48.13,51.87,1.7977,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150820,,,8490,8511,8492,8713,8884,9105,7350,7351,,,9170,9191,9092,9323,9514,9655,7790,8091,,,,,,,NO ERROR,,,,,,,,,,,4,10.49,50.93,48.13,51.87,N/A,N/A,"8,490","8,511","8,492","8,713","8,884","9,105","7,350","7,351",N/A,N/A,"9,170","9,191","9,092","9,323","9,514","9,655","7,790","8,091",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8591871.7579,4741704.0866,4775,S2012150921,15,Montgomery,63,Gaithersburg,E Diamond Ave,MU,77,  ,1.2,0,1.3,E Diamond Ave - .10 Mi West Of Railroad St,Chestnut St To Railroad St,Urban,4,Minor Arterial,15063MU00077  01EE**************,15063MU00077--1-----,1,East,2,F,0,9.1,60.8,50.7,49.3,6.15,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150921,,,11840,11861,11832,12143,12374,12675,12960,12961,,,12790,12811,12662,12993,13244,13565,13870,13741,,,,,,,NO ERROR,,,,,,,,,,,2,9.1,60.8,50.7,49.3,N/A,N/A,"11,840","11,861","11,832","12,143","12,374","12,675","12,960","12,961",N/A,N/A,"12,790","12,811","12,662","12,993","13,244","13,565","13,870","13,741",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8587063.3138,4733848.049,4779,S2012150940,15,Montgomery,130,Rockville,Charles St                              ,MU,660,  ,0.14,0,0.16,Charles St - Between Baltimore Rd & Seth Pl,Park Rd To Baltimore Rd,Urban,7,Local,15130MU00660  01SS**************,15130MU00660--1-----,1,South,2,F,0,10.94,54.64,37.73,62.27,0.0462,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150940,,,450,451,452,463,474,495,790,791,,,490,491,482,503,514,535,840,871,,,,,,,NO ERROR,,,,,,,,,,,2,10.94,54.64,37.73,62.27,N/A,N/A,450,451,452,463,474,495,790,791,N/A,N/A,490,491,482,503,514,535,840,871,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8573297.826,4724183.3803,4781,B2722,15,Montgomery,0,None,Colesville Rd,US,29,  ,2.52,2.38,2.7,Us29-.20 Mi S Of Md193,Is 495 To Md 193 Eb/l,Urban,3,Principal Arterial Other,15000US00029  01NN**************,15000US00029--1-----,1,South,7,C,1,7.46,62.63,47.51,52.49,7.87,https://maps.roads.maryland.gov/itms_public/?stationid=B2722,62280,62531,62032,59960,59781,61342,64500,66051,65462,67380,66640,67531,67002,64760,63971,65642,69020,70681,70042,71420,75,60624,4907,418,1131,225,NO ERROR,1356,,,0.00111309,0.89973286,0.07282576,0.00620362,0.0167854,0.00333927,0.02012467,7,7.46,62.63,47.51,52.49,"62,280","62,531","62,032","59,960","59,781","61,342","64,500","66,051","65,462","67,380","66,640","67,531","67,002","64,760","63,971","65,642","69,020","70,681","70,042","71,420",75,"60,624",418,"4,907","1,131",225,"1,356"
-8600763.9546,4753561.3994,4784,S2014150208,15,Montgomery,0,None,Little Seneca Pkwy,CO,7730,  ,1.626,1.526,2.081,Little Seneca Pkwy - .10 Mile West Of Md 355,Md 355 To Road End,Urban,4,Minor Arterial,15000CO07730  01WW**************,15000CO07730--1-----,1,West,2,F,0,16.62,53.04,50.09,49.91,0.5879,https://maps.roads.maryland.gov/itms_public/?stationid=S2014150208,,,,,2970,3051,3112,2930,2901,2902,,,,,3180,3271,3332,3140,3101,3082,9,2549,180,3,161,0,NO ERROR,161,,,0.00310131,0.87835975,0.06202619,0.00103377,0.05547898,0,0.05547898,2,16.62,53.04,50.09,49.91,N/A,N/A,N/A,N/A,"2,970","3,051","3,112","2,930","2,901","2,902",N/A,N/A,N/A,N/A,"3,180","3,271","3,332","3,140","3,101","3,082",9,"2,549",3,180,161,0,161
-8566444.4758,4732860.1378,4788,S2012151290,15,Montgomery,0,None,Ramp 3 Fr Rp 6 (fr Md200 Eb) To Us 29 Nb,RP,200,  ,0.1,0,0.453,Exit 16 Ramp 3 Fr Ramp 6 (fr Md 200 Eb) To Us 29 Nb,Exit 16 Ramp 03 Ramp 6 (fr Md 200 Eb) To Us 29 Nb,Urban,2,Principal Arterial Other Freeways and Expressways,15000RP00200  02EEMD16        03,15000RP00200--101603,2,North,1,F,0,8.99,100,100,0,0.8138,https://maps.roads.maryland.gov/itms_public/?stationid=S2012151290,,,2450,2461,4380,4491,4582,4960,4921,4922,,,2650,2661,4690,4811,4902,5310,5271,5222,,,,,,,NO ERROR,,,,,,,,,,,1,8.99,100,100,0,N/A,N/A,"2,450","2,461","4,380","4,491","4,582","4,960","4,921","4,922",N/A,N/A,"2,650","2,661","4,690","4,811","4,902","5,310","5,271","5,222",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8585993.4417,4726110.7238,4793,S2005150094,15,Montgomery,0,None,Ramp 4 Fr Ramp 10 (fr Md 187b) To Is270,RP,270,  ,0.05,0,0.099,Exit 1b Ramp 4 Fr Ramp 10 (fr Md 187b) To Is 270 Eb,Exit 1b Ramp 04 Ramp 10 Fr Md 187b To Md 187 Nb To Eisenhower Memorial Hwy,Urban,1,Interstate,15000RP00270  02SSIS1B        04,15000RP00270--101B04,2,South,1,F,0,12.76,100,0,100,0.1168,https://maps.roads.maryland.gov/itms_public/?stationid=S2005150094,2705,2980,3001,3032,3033,3114,3185,3230,3211,3232,2905,3160,3181,3212,3193,3274,3345,3360,3341,3362,,,,,,,NO ERROR,,,,,,,,,,,1,12.76,100,0,100,"2,705","2,980","3,001","3,032","3,033","3,114","3,185","3,230","3,211","3,232","2,905","3,160","3,181","3,212","3,193","3,274","3,345","3,360","3,341","3,362",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8590224.0125,4740056.4983,4794,S2012150880,15,Montgomery,0,None,Crabbs Branch Way,CO,4991,  ,0.41,0.37,1.12,Crabbs Branch Way - .10 Mi South Of Shady Grove Rd,Shady Grove Rd To Redland Rd,Urban,4,Minor Arterial,15000CO04991  01SS**************,15000CO04991--1-----,1,North,3,F,0,8.93,67.02,49.15,50.85,4.717,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150880,,,16760,16791,16742,17183,17514,17935,17230,17231,,,18100,18131,17912,18393,18744,19195,18440,18271,,,,,,,NO ERROR,,,,,,,,,,,3,8.93,67.02,49.15,50.85,N/A,N/A,"16,760","16,791","16,742","17,183","17,514","17,935","17,230","17,231",N/A,N/A,"18,100","18,131","17,912","18,393","18,744","19,195","18,440","18,271",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8583249.9556,4724907.3778,4796,S2012150742,15,Montgomery,0,None,Grosvenor La,CO,326,  ,0.1,0,1.09,Grosvenor La - .10 Mile West Of Md 355,Rockville Pike To Cheshire Dr,Urban,5,Major Collector,15000CO00326  01WW**************,15000CO00326--1-----,1,West,3,F,0,9.6,55.36,47.4,52.6,2.8052,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150742,,,8240,8261,8242,8463,8624,8835,7050,7051,,,8900,8921,8822,9063,9234,9455,7540,7471,,,,,,,NO ERROR,,,,,,,,,,,3,9.6,55.36,47.4,52.6,N/A,N/A,"8,240","8,261","8,242","8,463","8,624","8,835","7,050","7,051",N/A,N/A,"8,900","8,921","8,822","9,063","9,234","9,455","7,540","7,471",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8582507.362,4731959.2847,4798,S2012150684,15,Montgomery,0,None,Aspen Hill Rd,CO,142,  ,0.43,0.37,1.25,Aspen Hill Rd - Between Arctic Ave & Glasgow Dr,Arctic Ave To Parkland Dr,Urban,4,Minor Arterial,15000CO00142  01NN**************,15000CO00142--1-----,1,North,2,F,0,8.23,64.72,52.25,47.75,3.9222,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150684,,,12260,12291,12252,12573,12814,13125,12210,12211,,,13240,13271,13112,13453,13714,14045,13070,12941,,,,,,,NO ERROR,,,,,,,,,,,2,8.23,64.72,52.25,47.75,N/A,N/A,"12,260","12,291","12,252","12,573","12,814","13,125","12,210","12,211",N/A,N/A,"13,240","13,271","13,112","13,453","13,714","14,045","13,070","12,941",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8577495.2916,4730847.2944,4805,S2012150778,15,Montgomery,0,None,Glenallan Ave,CO,1114,  ,0.12,0,0.27,Glenallan Ave - .10 Mile East Of Md 97,Md 97 To Md 182,Urban,6,Minor Collector,15000CO01114  01EE**************,15000CO01114--1-----,1,West,4,F,0,9.99,52.42,50.52,49.48,1.0901,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150778,,,10280,10301,10272,10543,10744,11005,10930,11061,,,11100,11131,10992,11283,11504,11675,11590,12021,,,,,,,NO ERROR,,,,,,,,,,,4,9.99,52.42,50.52,49.48,N/A,N/A,"10,280","10,301","10,272","10,543","10,744","11,005","10,930","11,061",N/A,N/A,"11,100","11,131","10,992","11,283","11,504","11,675","11,590","12,021",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8579360.2993,4718747.8283,4824,S2012150933,15,Montgomery,97,Martins Additions,Shepherd St,MU,90,  ,0.27,0.16,0.34,Shepherd St - .10 Mi North Of Md 186,Shepherd St (back) To Brookville Rd,Urban,5,Major Collector,15097MU00090  01SS**************,15097MU00090--1-----,1,South,2,F,0,9.48,60.38,51.28,48.72,0.0671,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150933,,,960,961,962,993,1014,1045,1020,1021,,,1040,1041,1032,1063,1094,1115,1080,1121,,,,,,,NO ERROR,,,,,,,,,,,2,9.48,60.38,51.28,48.72,N/A,N/A,960,961,962,993,"1,014","1,045","1,020","1,021",N/A,N/A,"1,040","1,041","1,032","1,063","1,094","1,115","1,080","1,121",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8585609.2279,4726118.5026,4839,S2005150058,15,Montgomery,0,None,Ramp 7 Fr Ramp 2 (fr Is270) To Md 187 Sb,RP,270,  ,0.02,0,0.043,Exit 1a Ramp 7 Fr Ramp 2 (fr Is 270 Wb) To Md 187 Sb,Exit 1a Ramp 07 Ramp 2 Fr Is 270 Wb To Md 187 Nb To Old Georgetown Rd,Urban,1,Interstate,15000RP00270  02WWIS1A        07,15000RP00270--101A07,2,West,2,F,0,8.75,100,0,100,0.0234,https://maps.roads.maryland.gov/itms_public/?stationid=S2005150058,,1450,1461,1472,1473,1514,1555,1490,1481,1492,,1540,1551,1562,1553,1594,1635,1550,1541,1552,,,,,,,NO ERROR,,,,,,,,,,,2,8.75,100,0,100,N/A,"1,450","1,461","1,472","1,473","1,514","1,555","1,490","1,481","1,492",N/A,"1,540","1,551","1,562","1,553","1,594","1,635","1,550","1,541","1,552",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8603863.8014,4755804.9055,4863,B2845,15,Montgomery,0,None,Eisenhower Memorial Hwy,IS,270,  ,18.93,18.43,22.29,Is270-.50 Mi N Of Md121,Md 121 To Md 109,Rural,1,Interstate,15000IS00270  01NN**************,15000IS00270--1-----,1,North,5,F,1,6.61,55.46,49.22,50.78,125.6894,https://maps.roads.maryland.gov/itms_public/?stationid=B2845,95891,95992,89210,90011,89922,79930,81611,83572,88590,89211,97811,101752,94560,95411,94422,83930,85691,86922,92130,92781,230,72090,10916,452,3394,2129,NO ERROR,5523,,,0.00257816,0.8080842,0.12236159,0.00506664,0.03804464,0.02386477,0.06190941,5,6.61,55.46,49.22,50.78,"95,891","95,992","89,210","90,011","89,922","79,930","81,611","83,572","88,590","89,211","97,811","101,752","94,560","95,411","94,422","83,930","85,691","86,922","92,130","92,781",230,"72,090",452,"10,916","3,394","2,129","5,523"
-8566762.8507,4732358.7384,4873,S2012151293,15,Montgomery,0,None,Ramp 11 Fr Rp10 (29 Sb) To Fairlnd Rd Eb,RP,200,  ,0.02,0,0.03,Exit 17 Ramp 11 Fr Ramp 10 (fr Us 29 Sb) To Fairland Rd Eb,Exit 17 Ramp 11 Ramp 10 (fr Us 29 Sb) To Fairland Rd Eb,Urban,2,Principal Arterial Other Freeways and Expressways,15000RP00200  02SSMD17        11,15000RP00200--101711,2,East,1,F,0,12.78,100,100,0,0.0185,https://maps.roads.maryland.gov/itms_public/?stationid=S2012151293,,,1260,1261,1580,1621,1652,1693,1684,1685,,,1360,1361,1690,1731,1772,1813,1804,1795,,,,,,,NO ERROR,,,,,,,,,,,1,12.78,100,100,0,N/A,N/A,"1,260","1,261","1,580","1,621","1,652","1,693","1,684","1,685",N/A,N/A,"1,360","1,361","1,690","1,731","1,772","1,813","1,804","1,795",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8586769.6317,4719438.1729,4904,B2808,15,Montgomery,0,None,Wilson La,MD,188,  ,0.99,0.9,2.34,Md188-.10 Mi E Of Md190,Md 190 To Md 191,Urban,4,Minor Arterial,15000MD00188  01EE**************,15000MD00188--1-----,1,West,3,F,0,9.89,54.74,48.33,51.67,5.3832,https://maps.roads.maryland.gov/itms_public/?stationid=B2808,11013,10210,10131,10152,10123,10394,10595,10330,10241,10242,11783,11030,10941,10962,10833,11124,11355,11050,10961,10862,51,8300,1401,34,356,100,NO ERROR,456,,,0.0049795,0.8103886,0.13678969,0.00331966,0.03475884,0.00976372,0.04452255,3,9.89,54.74,48.33,51.67,"11,013","10,210","10,131","10,152","10,123","10,394","10,595","10,330","10,241","10,242","11,783","11,030","10,941","10,962","10,833","11,124","11,355","11,050","10,961","10,862",51,"8,300",34,"1,401",356,100,456
-8588166.3824,4749826.6177,4943,S2012150442,15,Montgomery,0,None,Warfield Rd,CO,32,  ,0.86,0,3.91,Warfield Rd -.10 Mi N Of Md 124,Laytonsville Rd To Wightman Rd,Urban,5,Major Collector,15000CO00032  01SS**************,15000CO00032--1-----,1,North,2,F,0,8.78,56.98,50.52,49.48,8.9354,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150442,,,5830,5841,5822,5973,6094,6245,6260,6261,,,6300,6311,6232,6393,6524,6625,6640,6891,,,,,,,NO ERROR,,,,,,,,,,,2,8.78,56.98,50.52,49.48,N/A,N/A,"5,830","5,841","5,822","5,973","6,094","6,245","6,260","6,261",N/A,N/A,"6,300","6,311","6,232","6,393","6,524","6,625","6,640","6,891",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8582314.4421,4718684.7521,4946,S2012150894,15,Montgomery,0,None,Leland St,CO,6133,  ,0.07,0,0.23,Leland St - .10 Mi North Of Md 191,Md 191 To Woodmont Ave,Urban,6,Minor Collector,15000CO06133  01NN**************,15000CO06133--1-----,1,North,2,C,0,9.68,88.08,77.56,22.44,0.1956,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150894,,,,1550,1551,1592,1623,1664,1655,2330,,,,1670,1661,1702,1743,1764,1755,2560,,,,,,,NO ERROR,,,,,,,,,,,2,9.68,88.08,77.56,22.44,N/A,N/A,N/A,"1,550","1,551","1,592","1,623","1,664","1,655","2,330",N/A,N/A,N/A,"1,670","1,661","1,702","1,743","1,764","1,755","2,560",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8576709.4489,4735487.3502,4961,S2012150892,15,Montgomery,0,None,Longmead Crossing Dr,CO,5912,  ,0.09,0,1.11,Longmead Crossing Dr - .10 Mi West Of Md 182,Layhill Rd To End Roundabout,Urban,7,Local,15000CO05912  01WW**************,15000CO05912--1-----,1,West,2,F,0,9.1,63.24,50.15,49.85,2.5083,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150892,,,5850,5861,5842,5993,6114,6265,6190,6191,,,6320,6331,6252,6413,6544,6645,6560,6811,,,,,,,NO ERROR,,,,,,,,,,,2,9.1,63.24,50.15,49.85,N/A,N/A,"5,850","5,861","5,842","5,993","6,114","6,265","6,190","6,191",N/A,N/A,"6,320","6,331","6,252","6,413","6,544","6,645","6,560","6,811",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8574330.3064,4722526.9759,4962,B2884,15,Montgomery,0,None,Dale Dr,CO,7074,  ,0.82,0,0.92,Dale Dr-.10 Mi W Of Us29,Columbia Blvd To Us 29,Urban,4,Minor Arterial,15000CO07074  01EE**************,15000CO07074--1-----,1,West,2,F,0,8.69,61.12,50.02,49.98,2.6374,https://maps.roads.maryland.gov/itms_public/?stationid=B2884,6921,6952,6903,6924,6905,7590,7731,7922,7853,7854,7411,7512,7463,7484,7395,8120,8271,8482,8403,8334,,,,,,,NO ERROR,,,,,,,,,,,2,8.69,61.12,50.02,49.98,"6,921","6,952","6,903","6,924","6,905","7,590","7,731","7,922","7,853","7,854","7,411","7,512","7,463","7,484","7,395","8,120","8,271","8,482","8,403","8,334",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8570649.4017,4724279.9367,4976,P0041,15,Montgomery,0,None,Capital Beltway,IS,495,  ,13.28,12.52,14.1,Is 495 - .82 Mile West Of Md 650 (atr#41),Md 193 To Md 650,Urban,1,Interstate,15000IS00495  01EE**************,15000IS00495--1-----,1,East,9,F,1,6.74,50.99,50.93,49.07,124.3446,https://maps.roads.maryland.gov/itms_public/?stationid=P0041,213207,213265,0,209339,207299,210814,202725,215036,213179,215614,220251,221385,0,214726,212017,215924,208596,219288,217118,219371,,,,,,,NO ERROR,,,,,,,,,,,9,6.74,50.99,50.93,49.07,"213,207","213,265",0,"209,339","207,299","210,814","202,725","215,036","213,179","215,614","220,251","221,385",0,"214,726","212,017","215,924","208,596","219,288","217,118","219,371",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8584114.4817,4717292.4954,4982,S2012150783,15,Montgomery,0,None,Springfield Dr                          ,CO,1214,  ,0.03,0,0.36,Springfield Dr - Between Md 190 & Ridgefield Rd,River Rd To Cromwell Dr,Urban,6,Minor Collector,15000CO01214  01SS**************,15000CO01214--1-----,1,North,2,F,0,9.03,65.93,64.48,35.52,0.3628,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150783,,,2830,2841,2832,2913,2974,3055,2760,2761,,,3060,3071,3032,3123,3184,3245,2930,3041,,,,,,,NO ERROR,,,,,,,,,,,2,9.03,65.93,64.48,35.52,N/A,N/A,"2,830","2,841","2,832","2,913","2,974","3,055","2,760","2,761",N/A,N/A,"3,060","3,071","3,032","3,123","3,184","3,245","2,930","3,041",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8590181.7096,4728134.0756,4988,S2017150258,15,Montgomery,0,None,Deborah Dr,CO,2996,  ,0.1,0,1.29,Deborah Dr - .10 Mile South Of Gainsborough Rd,Gainsborough Rd To Bells Mill Rd,Urban,6,Minor Collector,15000CO02996  01SS**************,15000CO02996--1-----,1,North,2,F,0,10.57,70.73,57.55,42.45,0.1752,https://maps.roads.maryland.gov/itms_public/?stationid=S2017150258,,,,,,,,370,371,372,,,,,,,,390,391,412,,,,,,,NO ERROR,,,,,,,,,,,2,10.57,70.73,57.55,42.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,370,371,372,N/A,N/A,N/A,N/A,N/A,N/A,N/A,390,391,412,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8594389.5548,4723860.7512,4993,B150094,15,Montgomery,0,None,River Rd,MD,190,  ,8.44,8.14,10.02,Md190-.30 Mi E Of Md189/falls Rd,Md 189/falls Rd To Md 191,Urban,4,Minor Arterial,15000MD00190  01EE**************,15000MD00190--1-----,1,West,3,F,0,8.07,57.61,51.19,48.81,12.565,https://maps.roads.maryland.gov/itms_public/?stationid=B150094,20370,20451,17530,17571,17522,17120,17451,17872,17570,18311,21800,22091,18930,18981,18752,18320,18671,19122,18800,18621,,,,,,,NO ERROR,,,,,,,,,,,3,8.07,57.61,51.19,48.81,"20,370","20,451","17,530","17,571","17,522","17,120","17,451","17,872","17,570","18,311","21,800","22,091","18,930","18,981","18,752","18,320","18,671","19,122","18,800","18,621",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8572237.5077,4722173.7502,5023,B2923,15,Montgomery,0,None,Flower Ave,CO,913,  ,0.38,0,0.88,Flower Ave-.50 Mi S Of Franklin Ave,Md 320 To Franklin Ave,Urban,5,Major Collector,15000CO00913  01NN**************,15000CO00913--1-----,1,North,3,F,0,9.08,56.47,51.81,48.19,3.2811,https://maps.roads.maryland.gov/itms_public/?stationid=B2923,9942,9983,9904,9925,9620,9871,10062,10303,10214,10215,10642,10783,10704,10725,10290,10561,10772,10923,10834,11245,,,,,,,NO ERROR,,,,,,,,,,,3,9.08,56.47,51.81,48.19,"9,942","9,983","9,904","9,925","9,620","9,871","10,062","10,303","10,214","10,215","10,642","10,783","10,704","10,725","10,290","10,561","10,772","10,923","10,834","11,245",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8570373.5995,4728141.0884,5025,B2725,15,Montgomery,0,None,Columbia Pike,US,29,  ,4.96,4.76,5.11,Us29-.20 Mi N Of Md650,Md 650 To Stewart La,Urban,2,Principal Arterial Other Freeways and Expressways,15000US00029  01NN**************,15000US00029--1-----,1,South,6,F,1,7.33,58.22,50.29,49.71,8.3078,https://maps.roads.maryland.gov/itms_public/?stationid=B2725,64780,65041,64522,60000,59821,61382,62800,62980,62411,65032,69320,70241,69682,64800,64011,65682,67200,67390,66781,66162,,,,,,,NO ERROR,,,,,,,,,,,6,7.33,58.22,50.29,49.71,"64,780","65,041","64,522","60,000","59,821","61,382","62,800","62,980","62,411","65,032","69,320","70,241","69,682","64,800","64,011","65,682","67,200","67,390","66,781","66,162",N/A,N/A,N/A,N/A,N/A,N/A,N/A
